author;author_type;link;city;deal_type;accommodation_type;floor;floors_count;rooms_count;total_meters;price_per_m2;price;district;street;house_number;underground;residential_complex
А101;developer;https://www.cian.ru/sale/flat/279343356/;Москва;sale;flat;2;8;2;40.4;236117;9539132;;;к2.4;Бунинская аллея;Бунинские Кварталы ЖК
Этажи Москва;real_estate_agent;https://www.cian.ru/sale/flat/295000775/;Москва;sale;flat;4;5;2;70.2;135327;9500000;;;7;Ольховая;Легенда ЖК
Этажи Москва;real_estate_agent;https://www.cian.ru/sale/flat/292123679/;Москва;sale;flat;17;17;1;39.95;237797;9500000;Некрасовка;проспект Защитников Москвы;7к2;Некрасовка;
А101;developer;https://www.cian.ru/sale/flat/273874066/;Москва;sale;flat;21;30;2;38.4;257355;9882458;Южное Бутово;к2.3;к2.3;Бунинская аллея;Южные Сады ЖК
Этажи Москва;real_estate_agent;https://www.cian.ru/sale/flat/292985276/;Москва;sale;flat;3;14;1;35.2;284090;10000000;;;4к6;Прокшино;Прокшино ЖК
PROНЕДВИЖИМОСТЬ;real_estate_agent;https://www.cian.ru/sale/flat/294867892/;Москва;sale;flat;3;9;2;37.0;270270;10000000;Северное Измайлово;Сиреневый бульвар;45;Щёлковская;
Этажи Москва;real_estate_agent;https://www.cian.ru/sale/flat/294454417/;Москва;sale;flat;13;15;1;30.3;333333;10100000;; Василия Ощепкова;1;Коммунарка;Москвичка
Этажи Москва;real_estate_agent;https://www.cian.ru/sale/flat/294635376/;Москва;sale;flat;15;17;1;38.3;266318;10200000;Северное Бутово;бульвар Дмитрия Донского;9К2;Бульвар Дмитрия Донского;
Этажи Москва;real_estate_agent;https://www.cian.ru/sale/flat/293666280/;Москва;sale;flat;12;17;2;53.5;190654;10200000;; Дмитрия Рябинкина;4к1;Коммунарка;
Этажи Москва;real_estate_agent;https://www.cian.ru/sale/flat/293935667/;Москва;sale;flat;10;12;2;38.5;272727;10500000;Царицыно; Бехтерева;43К2;Царицыно;
Этажи Москва;real_estate_agent;https://www.cian.ru/sale/flat/293986358/;Москва;sale;flat;2;16;1;36.0;294444;10600000;Дмитровский;Клязьминская ;32К2;Лианозово;
Этажи Москва;real_estate_agent;https://www.cian.ru/sale/flat/293606805/;Москва;sale;flat;5;17;1;38.6;277202;10700000;Люблино; Верхние Поля;49К1;Люблино;
Этажи Москва;real_estate_agent;https://www.cian.ru/sale/flat/293253200/;Москва;sale;flat;9;9;1;33.2;322289;10700000;Чертаново Северное;Чертановская ;11К2;Чертановская;
Этажи Москва;real_estate_agent;https://www.cian.ru/sale/flat/294880262/;Москва;sale;flat;9;17;1;37.6;299202;11250000;Некрасовка; Липчанского;6;Некрасовка;Некрасовка
Этажи Москва;real_estate_agent;https://www.cian.ru/sale/flat/294377113/;Москва;sale;flat;3;16;1;43.0;260465;11200000;Косино-Ухтомский; Дмитриевского;1;Улица Дмитриевского;
Этажи Москва;real_estate_agent;https://www.cian.ru/sale/flat/292759336/;Москва;sale;flat;8;12;1;39.1;286445;11200000;Чертаново Южное; Академика Янгеля;14К9;Улица Академика Янгеля;
Этажи Москва;real_estate_agent;https://www.cian.ru/sale/flat/294780645/;Москва;sale;flat;2;9;3;51.0;221568;11300000;Выхино-Жулебино;Самаркандский бульвар;10К2;Выхино;
Этажи Москва;real_estate_agent;https://www.cian.ru/sale/flat/294769952/;Москва;sale;flat;2;7;1;25.4;460629;11700000;Южнопортовый;Волгоградский проспект;32/5к1;Волгоградский проспект;Метрополия
Этажи Москва;real_estate_agent;https://www.cian.ru/sale/flat/294769953/;Москва;sale;flat;2;7;2;25.4;460629;11700000;Южнопортовый;Волгоградский проспект;32/5к1;Волгоградский проспект;Метрополия
Этажи Москва;real_estate_agent;https://www.cian.ru/sale/flat/290884624/;Москва;sale;flat;15;17;1;39.0;307666;11999000;Метрогородок;Открытое шоссе;24К1;Бульвар Рокоссовского;
Этажи Москва;real_estate_agent;https://www.cian.ru/sale/flat/294201766/;Москва;sale;flat;1;9;2;38.1;314960;12000000;Можайский; Маршала Неделина;32К1;Рабочий посёлок;
Этажи Москва;real_estate_agent;https://www.cian.ru/sale/flat/294862135/;Москва;sale;flat;4;9;2;47.3;253699;12000000;Выхино-Жулебино;Самаркандский бульвар;6К3;Юго-Восточная;
Этажи Москва;real_estate_agent;https://www.cian.ru/sale/flat/294519681/;Москва;sale;flat;4;5;2;45.0;266666;12000000;Покровское-Стрешнево; Свободы;11/1;Тушинская;
Этажи Москва;real_estate_agent;https://www.cian.ru/sale/flat/294862029/;Москва;sale;flat;9;9;2;36.8;330163;12150000;Кунцево;Рублевское шоссе;109К1;Молодёжная;
Этажи Москва;real_estate_agent;https://www.cian.ru/sale/flat/294301618/;Москва;sale;flat;8;17;1;42.7;288056;12300000;; Александры Монаховой;23;Коммунарка;Коммунарка
Этажи Москва;real_estate_agent;https://www.cian.ru/sale/flat/294570341/;Москва;sale;flat;15;19;1;38.5;324675;12500000;Северный;Дмитровское шоссе;169К4;Физтех;
Екатерина Боброва;realtor;https://www.cian.ru/sale/flat/293425107/;Москва;sale;flat;5;9;2;51.1;246575;12600000;Ивановское;шоссе Энтузиастов;94К4;Шоссе Энтузиастов;
Этажи Москва;real_estate_agent;https://www.cian.ru/sale/flat/294257010/;Москва;sale;flat;10;12;2;45.6;278508;12700000;Строгино; Кулакова;21;Строгино;
Этажи Москва;real_estate_agent;https://www.cian.ru/sale/flat/290728419/;Москва;sale;flat;9;9;3;58.5;222051;12990000;Чертаново Южное;Россошанская ;9К1;Улица Академика Янгеля;
Этажи Москва;real_estate_agent;https://www.cian.ru/sale/flat/295100237/;Москва;sale;flat;1;9;3;58.6;220136;12900000;Ховрино;Флотская ;13К1;Ховрино;
Этажи Москва;real_estate_agent;https://www.cian.ru/sale/flat/295132759/;Москва;sale;flat;2;12;2;59.0;220338;13000000;;бульвар Андрея Тарковского;к15;Рассказовка;Рассказово
Этажи Москва;real_estate_agent;https://www.cian.ru/sale/flat/293808885/;Москва;sale;flat;13;17;2;50.8;257874;13100000;Царицыно; Бехтерева;47К2;Царицыно;
Этажи Москва;real_estate_agent;https://www.cian.ru/sale/flat/293693254/;Москва;sale;flat;8;9;2;56.7;231040;13100000;;бульвар Скандинавский;3к2;Коммунарка;Скандинавия
Этажи Москва;real_estate_agent;https://www.cian.ru/sale/flat/295011491/;Москва;sale;flat;6;12;2;52.0;253826;13199000;Орехово-Борисово Северное;Шипиловская ;15;Орехово;
Этажи Москва;real_estate_agent;https://www.cian.ru/sale/flat/294880273/;Москва;sale;flat;6;16;1;39.0;342307;13350000;Бескудниковский;Бескудниковский бульвар;58К3;Селигерская;
Этажи Москва;real_estate_agent;https://www.cian.ru/sale/flat/292496580/;Москва;sale;flat;2;22;1;39.0;346153;13500000;Солнцево;Производственная ;8к1;Солнцево;Лучи
Этажи Москва;real_estate_agent;https://www.cian.ru/sale/flat/294224814/;Москва;sale;flat;12;20;2;56.8;237676;13500000;Люблино;Ставропольский проезд;13;Люблино;
Этажи Москва;real_estate_agent;https://www.cian.ru/sale/flat/292412371/;Москва;sale;flat;8;9;3;59.1;226734;13400000;Ховрино;Петрозаводская ;10;Ховрино;
Этажи Москва;real_estate_agent;https://www.cian.ru/sale/flat/294965519/;Москва;sale;flat;3;12;1;38.3;352480;13500000;Отрадное; Декабристов;6К1;Окружная;
ID 17881107;realtor;https://www.cian.ru/sale/flat/294900005/;Москва;sale;flat;5;22;2;35.0;388571;13600000;Западное Дегунино;Дегунинская ;9к1;Моссельмаш;Любовь и Голуби
Marry Lane Group;real_estate_agent;https://www.cian.ru/sale/flat/294032398/;Москва;sale;flat;3;5;2;42.3;328605;13900000;Богородское;Открытое шоссе;5К12;Бульвар Рокоссовского;
Этажи Москва;real_estate_agent;https://www.cian.ru/sale/flat/292854031/;Москва;sale;flat;3;14;1;43.0;320930;13800000;Соколиная гора;Измайловское шоссе;27;Семёновская;
Этажи Москва;real_estate_agent;https://www.cian.ru/sale/flat/294849465/;Москва;sale;flat;21;33;2;48.8;290983;14200000;Митино;Северо-Западный ао;1.3;Пятницкое шоссе;Митинский Лес ЖК
Msk Estate;real_estate_agent;https://www.cian.ru/sale/flat/294443934/;Москва;sale;flat;2;4;-1;47.9;294500;14106550;Преображенское;Суворовская ;19С5;Преображенская площадь;
Этажи Москва;real_estate_agent;https://www.cian.ru/sale/flat/294174649/;Москва;sale;flat;8;9;2;45.2;318362;14390000;Тропарево-Никулино;Ленинский проспект;152К2;Юго-Западная;
Этажи Москва;real_estate_agent;https://www.cian.ru/sale/flat/294899332/;Москва;sale;flat;7;26;3;71.27;203451;14500000;Люблино;проезд Проектируемый № 8197;;Братиславская;Светлый мир Станция Л
Forma;developer;https://www.cian.ru/sale/flat/295165899/;Москва;sale;flat;16;20;1;23.8;613308;14596754;Аэропорт;Часовая ;28к8;Красный Балтиец;SOUL
Этажи Москва;real_estate_agent;https://www.cian.ru/sale/flat/294866038/;Москва;sale;flat;7;9;2;45.0;326666;14700000;Зябликово;Кустанайская ;9К1;Красногвардейская;
Этажи Москва;real_estate_agent;https://www.cian.ru/sale/flat/290503253/;Москва;sale;flat;9;12;2;52.2;285440;14900000;Отрадное;Алтуфьевское шоссе;26А;Отрадное;
Этажи Москва;real_estate_agent;https://www.cian.ru/sale/flat/293766457/;Москва;sale;flat;6;32;1;37.7;393899;14850000;Бутырский; Руставели;12/7С3;Бутырская;Руставели 14
Этажи Москва;real_estate_agent;https://www.cian.ru/sale/flat/292551444/;Москва;sale;flat;3;12;1;50.5;295049;14900000;; Бачуринская;17;Коммунарка;Москва А101
Этажи Москва;real_estate_agent;https://www.cian.ru/sale/flat/293386100/;Москва;sale;flat;16;32;1;41.9;357995;15000000;Головинский;Кронштадтский бульвар;8к1;Водный стадион;Кронштадтский 14
Этажи Москва;real_estate_agent;https://www.cian.ru/sale/flat/294955714/;Москва;sale;flat;5;5;2;56.0;267839;14999000;Восточное Измайлово;Первомайская ;113;Первомайская;
Этажи Москва;real_estate_agent;https://www.cian.ru/sale/flat/294310423/;Москва;sale;flat;7;16;2;55.5;274684;15245000;Лефортово;Юрьевский переулок;16к2;Лефортово;
Этажи Москва;real_estate_agent;https://www.cian.ru/sale/flat/290713893/;Москва;sale;flat;12;19;1;42.3;359338;15200000;Северное Измайлово;Щелковское шоссе;18К1;Щёлковская;
Этажи Москва;real_estate_agent;https://www.cian.ru/sale/flat/294576344/;Москва;sale;flat;11;14;2;51.4;295719;15200000;Южное Медведково;Ясный проезд;11А;Отрадное;
